model_name,timestamp,n_samples,best_iteration,num_features,mae,rmse,smape,baseline_mae_lag24,baseline_mae_lag168,baseline_mae_linehour,improvement_over_lag24,improvement_over_linehour,by_hour,top10_worst_lines,feature_importance_csv,feature_importance_plot,shap_plot,prediction_time_sec
lgbm_transport_v2,2025-11-06T21:38:26.256413,802369,-1,28,54.12621923242129,391.3021282567184,0.18575849947675804,321.9496042344607,315.2785783990538,155.89349568245456,83.18798392030209,65.28000158347012,"{'0': 75.190030950119, '1': 99.57367863738035, '2': 104.29441124861856, '3': 100.66914892585375, '4': 70.34284513805528, '5': 29.843366274255192, '6': 39.19386288565361, '7': 74.1712171042832, '8': 79.98024266511209, '9': 54.428838370900195, '10': 41.89923791284311, '11': 49.72490790204101, '12': 50.76270088692548, '13': 50.16979380529443, '14': 54.6123617460343, '15': 46.898313404807794, '16': 55.65065661767639, '17': 60.93925518091267, '18': 71.7753351698869, '19': 57.76725921399484, '20': 44.76289565565465, '21': 39.98460054471201, '22': 45.27572670224221, '23': 45.09954613275613}","{'MARMARAY': 3336.6096982640197, '34': 3132.304273062384, 'M2': 2480.0306894216073, 'M5': 2337.1550460928347, 'M3': 1823.0479015818923, 'M4': 1743.8163547974307, 'T1': 1666.4382474088825, 'M7': 1492.6393984001215, 'M1': 1210.1109428134675, 'T4': 936.207723298399}",/Users/farukkamcici/PycharmProjects/ibb-transport/reports/feature_importance_lgbm_transport_v2.csv,/Users/farukkamcici/PycharmProjects/ibb-transport/reports/figs/feature_importance_lgbm_transport_v2.png,/Users/farukkamcici/PycharmProjects/ibb-transport/reports/figs/shap_summary_lgbm_transport_v2.png,20.461896896362305
