model_name,timestamp,n_samples,best_iteration,num_features,prediction_time_sec,mae,rmse,smape,by_hour_mae,top10_worst_lines_mae,baseline_mae_lag24,baseline_mae_lag168,baseline_mae_linehour,improvement_over_lag24,improvement_over_linehour,feature_importance_csv,feature_importance_plot,shap_plot
lgbm_transport_v7,2025-12-22T23:56:57.493254,700036,-1,18,6.970890045166016,90.9293361977869,418.56721972074723,0.436751083692239,"{'0': 77.39897624701469, '1': 118.55987320056285, '2': 122.28755627593034, '3': 90.10266461113488, '4': 66.9347604660015, '5': 45.190534354393954, '6': 71.12983451999902, '7': 122.682987135175, '8': 127.2572913192247, '9': 89.64904369593648, '10': 77.78369654765987, '11': 81.72828271745307, '12': 92.89692255230835, '13': 92.0884515002136, '14': 90.69710956601767, '15': 99.82209267888115, '16': 106.4590717251856, '17': 104.93818779076426, '18': 105.6535306760032, '19': 85.95518197380449, '20': 71.33301898566971, '21': 72.35721798441708, '22': 78.90073627428902, '23': 77.39437015721762}","{'MARMARAY': 3442.536418101902, '34': 2982.7217163729474, 'M2': 2127.6184342006554, 'M3': 1825.049452436249, 'T1': 1771.5425448196845, 'M5': 1679.921177140151, 'M4': 1523.78440262842, 'M1': 1182.87208938429, 'M7': 1077.2633511054237, 'M8': 1023.1061672070972}",341.36708397853823,333.9215666667619,164.59268791592464,73.36317985377184,44.75493574524138,/Users/farukkamcici/PycharmProjects/ibb-transport/reports/feature_importance_lgbm_transport_v7.csv,/Users/farukkamcici/PycharmProjects/ibb-transport/reports/figs/feature_importance_lgbm_transport_v7.png,/Users/farukkamcici/PycharmProjects/ibb-transport/reports/figs/shap_summary_lgbm_transport_v7.png
