model_name,timestamp,n_samples,best_iteration,num_features,mae,rmse,smape,baseline_mae_lag24,baseline_mae_lag168,baseline_mae_linehour,improvement_over_lag24,improvement_over_linehour,by_hour,top10_worst_lines,feature_importance_csv,feature_importance_plot,shap_plot,prediction_time_sec
lgbm_transport_v3,2025-11-06T23:41:35.547181,802369,-1,28,71.30254183592706,479.1784039219414,0.2258361766163771,321.9496042344607,315.2785783990538,155.89349568245456,77.85288725374522,54.26201617727148,"{'0': 125.1743632164274, '1': 142.2740740378941, '2': 135.32455645267655, '3': 91.93801561986429, '4': 100.12472009912972, '5': 40.28121205982221, '6': 54.11522341264224, '7': 109.49585019660316, '8': 110.43074325877677, '9': 65.96108483207762, '10': 50.2220529093305, '11': 52.099629880871895, '12': 57.36279905095844, '13': 58.16066897042942, '14': 58.118580526115494, '15': 66.11713600780163, '16': 73.3778543784548, '17': 92.2782343784815, '18': 110.54652526149017, '19': 80.09509219573337, '20': 46.54706956139576, '21': 48.75248384586419, '22': 52.88649137737522, '23': 75.15830819803801}","{'MARMARAY': 3909.685273244556, '34': 3663.961284681702, 'M2': 3135.280577837296, 'M5': 2569.9521535198373, 'M3': 2412.977016103237, 'T1': 2019.977792155842, 'M4': 1985.8003465493014, 'M7': 1764.5350698618734, 'M1': 1551.593837424204, 'T4': 1314.389618159985}",/Users/farukkamcici/PycharmProjects/ibb-transport/reports/feature_importance_lgbm_transport_v3.csv,/Users/farukkamcici/PycharmProjects/ibb-transport/reports/figs/feature_importance_lgbm_transport_v3.png,/Users/farukkamcici/PycharmProjects/ibb-transport/reports/figs/shap_summary_lgbm_transport_v3.png,18.244282007217407
