model_name,timestamp,n_samples,best_iteration,num_features,mae,rmse,smape,baseline_mae_lag24,baseline_mae_lag168,baseline_mae_linehour,improvement_over_lag24,improvement_over_linehour,by_hour,top10_worst_lines,feature_importance_csv,feature_importance_plot,shap_plot,prediction_time_sec
lgbm_transport_v4,2025-11-13T14:14:31.258486,802369,-1,28,34.140838404774335,216.08570960870898,0.19559839503109247,321.9496042344607,315.2785783990538,155.89349568245456,89.39559547341106,78.09989553745261,"{'0': 41.19600426148397, '1': 40.90713852508784, '2': 31.40163497371798, '3': 17.184751796135686, '4': 15.745514105562194, '5': 20.00124095571866, '6': 21.241351447030947, '7': 34.29441012816591, '8': 45.56477143763302, '9': 37.580336287980245, '10': 34.38616745998539, '11': 29.01179472521032, '12': 26.68294440718203, '13': 29.803009335283217, '14': 31.2868368431713, '15': 34.913604926795074, '16': 38.97540203884382, '17': 41.962939592934426, '18': 47.61002027473206, '19': 44.181126143400775, '20': 29.53782361869545, '21': 28.571912867744356, '22': 28.49105009518454, '23': 30.83192744143189}","{'MARMARAY': 1953.9610189241303, '34': 1892.7503299987475, 'M2': 1028.8843902208434, 'M5': 832.6052450275301, 'T1': 762.5356950564402, 'M1': 722.5728998132274, 'M4': 706.258983002452, 'M3': 687.9871619358189, 'M7': 572.8630963637379, 'M9': 568.7987644313189}",/Users/farukkamcici/PycharmProjects/ibb-transport/reports/feature_importance_lgbm_transport_v4.csv,/Users/farukkamcici/PycharmProjects/ibb-transport/reports/figs/feature_importance_lgbm_transport_v4.png,/Users/farukkamcici/PycharmProjects/ibb-transport/reports/figs/shap_summary_lgbm_transport_v4.png,7.065062046051025
